lastName,firstName,positionCode,shootsCatches,heightInInches,weightInPounds,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank,meta_datetime
Sherwood,Kiefer,RW,R,71,190,VANCOUVER,NHL,1995-03-31,Columbus,OH,USA,198,202,2025-02-23T15:00:46.045863
Kloos,Justin,C,R,69,176,LEKSAND,SWEDEN,1993-11-30,Northfield,MN,USA,,203,2025-02-23T15:00:46.045863
Stoykewych,Paul,D,L,72,203,,,1995-03-09,Winnipeg,MB,CAN,,204,2025-02-23T15:00:46.045863
Repe,Jurij,D,L,73,198,,,1994-09-17,Jesenice,,SVN,171,205,2025-02-23T15:00:46.045863
Wood,Tyler,D,R,75,190,,,1994-03-23,Buffalo,NY,USA,197,206,2025-02-23T15:00:46.045863
Bertuzzi,Tyler,LW,L,73,190,Guelph,OHL,1995-02-24,Sudbury,ON,CAN,,207,2025-02-23T15:00:46.045863
Guertler,Gabe,C,L,69,192,,,1995-05-03,Pembroke Pines,FL,USA,,208,2025-02-23T15:00:46.045863
Lettieri,Vinni,C,R,70,182,PROVIDENCE,AHL,1995-02-06,Minnetonka,MN,USA,,209,2025-02-23T15:00:46.045863
Dichiara,Frank,LW,L,72,215,,,1993-09-22,Ronkonkoma,NY,USA,,210,2025-02-23T15:00:46.045863
Auger,Justin,RW,R,78,230,Guelph,OHL,1994-05-14,Kitchener,ON,CAN,71,,2025-02-23T15:00:46.045863
Ebbing,Thomas,C,L,71,183,,,1994-09-28,Troy,MI,USA,100,,2025-02-23T15:00:46.045863
Betz,Nick,RW,R,76,221,,,1995-07-18,Macomb,MI,USA,106,,2025-02-23T15:00:46.045863
Merkley,Johnathon,RW,R,70,190,,,1995-05-27,Calgary,AB,CAN,111,,2025-02-23T15:00:46.045863
Ellis,Eddie,LW,L,74,205,,,1995-01-12,Boston,MA,USA,120,,2025-02-23T15:00:46.045863
Bellerive,Matthieu,RW,R,70,192,,,1994-12-07,North Vancouver,BC,CAN,129,,2025-02-23T15:00:46.045863
Kuptsov,Sergei,RW,L,74,218,,,1994-10-06,Yekaterinburg,,RUS,131,,2025-02-23T15:00:46.045863
Rush,Cooper,D,L,80,226,,,1993-06-30,Oakville,ON,CAN,132,,2025-02-23T15:00:46.045863
Valiyev,Rinat,D,L,74,212,Kootenay,WHL,1995-05-11,Nizhnekamsk,,RUS,142,,2025-02-23T15:00:46.045863
Honey,Connor,RW,R,72,198,,,1994-04-01,Edmonton,AB,CAN,144,,2025-02-23T15:00:46.045863
Raycroft,Mark,D,R,74,194,,,1995-04-18,Almonte,ON,CAN,147,,2025-02-23T15:00:46.045863
Dancs,Dexter,LW,L,74,192,,,1995-02-01,Vancouver,BC,CAN,154,,2025-02-23T15:00:46.045863
Webster,Michael,D,L,73,198,,,1995-05-24,Toronto,ON,CAN,157,,2025-02-23T15:00:46.045863
Sheen,Riley,LW,L,71,165,INGOLSTADT,GERMANY,1994-12-21,Edmonton,AB,CAN,158,,2025-02-23T15:00:46.045863
Bryukvin,Vladimir,LW,R,73,196,NIZHNEKAMSK,RUSSIA,1995-01-22,Moscow,,RUS,167,,2025-02-23T15:00:46.045863
Forney,Christopher,D,L,74,188,,,1994-11-20,Thief River Falls,MN,USA,168,,2025-02-23T15:00:46.045863
Duda,Steven,D,R,76,205,,,1994-11-11,Philadelphia,PA,USA,169,,2025-02-23T15:00:46.045863
Perreaux,Carson,C,L,74,192,,,1994-12-28,Brandon,MB,CAN,175,,2025-02-23T15:00:46.045863
Boivin,Alexandre,LW,L,71,179,,,1994-11-01,Ottawa,ON,CAN,176,,2025-02-23T15:00:46.045863
Tomchuk,Wil,D,R,74,188,,,1994-09-27,Fort McMurray,AB,CAN,179,,2025-02-23T15:00:46.045863
Shore,Quentin,C,R,73,189,U. of Denver,WCHA,1994-05-25,Denver,CO,USA,186,,2025-02-23T15:00:46.045863
Power,Adam,D,L,76,220,,,1995-03-01,Kitchener,ON,CAN,187,,2025-02-23T15:00:46.045863
Lemay,Mathieu,RW,R,71,174,,,1994-12-19,Hawkesbury,ON,CAN,190,,2025-02-23T15:00:46.045863
Hamilton,Mark,D,L,74,219,,,1994-01-03,Boston,MA,USA,191,,2025-02-23T15:00:46.045863
Schiller,Landon,RW,R,73,196,,,1995-01-20,Thornhill,ON,CAN,193,,2025-02-23T15:00:46.045863
Rauhauser,Alec,D,L,75,221,,,1995-03-07,Bismarck,ND,USA,196,,2025-02-23T15:00:46.045863
Berisha,Aaron,RW,R,71,198,PORUBA,CZECHIA-2,1995-03-05,Toronto,ON,CAN,199,,2025-02-23T15:00:46.045863
Vesel,Tyler,C,R,71,183,Omaha,USHL,1994-04-14,Duluth,MN,USA,200,,2025-02-23T15:00:46.045863
Boehm,Brett,LW/RW,R,74,170,,,1994-09-19,,,,201,,2025-02-23T15:00:46.045863
Fortier,Simon,RW,R,72,202,,,1995-01-18,Trois-Rivieres,QC,CAN,202,,2025-02-23T15:00:46.045863
Williams,Colby,D,R,72,194,Regina,WHL,1995-01-26,Regina,SK,CAN,203,,2025-02-23T15:00:46.045863
Tremblay,Simon,LW,L,73,196,,,1994-09-18,Amos,QC,CAN,204,,2025-02-23T15:00:46.045863
Bardreau,Cole,C,R,70,184,BRIDGEPORT,AHL,1993-07-22,Peterborough,NH,USA,205,,2025-02-23T15:00:46.045863
Andrew,Tyler,RW,R,76,209,,,1994-04-22,Pittsburgh,PA,USA,207,,2025-02-23T15:00:46.045863
Montgomery,Jacob,LW,L,73,190,,,1994-06-08,Oakdale,MN,USA,210,,2025-02-23T15:00:46.045863
Otterman,Chad,LW,L,74,194,,,1995-09-13,Morristown,NJ,USA,,,2025-02-23T15:00:46.045863
Stamkos,Steven,C,R,72,176,Sarnia,OHL,1990-02-07,Markham,ON,CAN,1,1,2025-02-23T15:00:46.059656
Bogosian,Zach,D,R,74,197,Peterborough,OHL,1990-07-15,Massena,NY,USA,3,2,2025-02-23T15:00:46.059656
Doughty,Drew,D,R,72,219,Guelph,OHL,1989-12-08,London,ON,CAN,2,3,2025-02-23T15:00:46.059656
Myers,Tyler,D,R,80,224,Kelowna,WHL,1990-02-01,Houston,TX,USA,6,4,2025-02-23T15:00:46.059656
Schenn,Luke,D,R,74,216,Kelowna,WHL,1989-11-02,Saskatoon,SK,CAN,7,5,2025-02-23T15:00:46.059656
Pietrangelo,Alex,D,R,75,206,Niagara,OHL,1990-01-18,King City,ON,CAN,5,6,2025-02-23T15:00:46.059656
Beach,Kyle,C,R,74,210,Everett,WHL,1990-01-13,Vancouver,BC,CAN,4,7,2025-02-23T15:00:46.059656
Boychuk,Zach,C,L,70,185,Lethbridge,WHL,1989-10-04,Calgary,AB,CAN,11,8,2025-02-23T15:00:46.059656
Hodgson,Cody,C,R,72,185,Brampton,OHL,1990-02-18,Toronto,ON,CAN,10,9,2025-02-23T15:00:46.059656
Wilson,Colin,C,L,73,215,Boston University,H-EAST,1989-10-20,Greenwich,CT,USA,9,10,2025-02-23T15:00:46.059656
Boedker,Mikkel,LW,L,71,200,Kitchener,OHL,1989-12-16,Brondby,,DNK,13,11,2025-02-23T15:00:46.059656
Sbisa,Luca,D,R,74,205,Lethbridge,WHL,1990-01-30,Oberageri,,CHE,18,12,2025-02-23T15:00:46.059656
Robak,Colby,D,L,75,207,Brandon,WHL,1990-04-24,Dauphin,MB,CAN,8,13,2025-02-23T15:00:46.059656
Bailey,Joshua,C,L,72,188,Windsor,OHL,1989-10-02,Oshawa,ON,CAN,12,14,2025-02-23T15:00:46.059656
Del Zotto,Michael,D,L,72,188,Oshawa,OHL,1990-06-24,Stouffville,ON,CAN,14,15,2025-02-23T15:00:46.059656
Dalpe,Zac,C/RW,R,73,175,Penticton,BCHL,1989-11-01,Paris,ON,CAN,26,16,2025-02-23T15:00:46.059656
Carlson,John,D,R,74,210,Indiana,USHL,1990-01-10,Natick,MA,USA,19,17,2025-02-23T15:00:46.059656
Teubert,Colten,D,R,75,196,Regina,WHL,1990-03-08,Whiterock,BC,CAN,27,18,2025-02-23T15:00:46.059656
Cuma,Tyler,D,L,74,190,Ottawa,OHL,1990-01-19,Toronto,ON,CAN,15,19,2025-02-23T15:00:46.059656
Arniel,Jamie,C,R,71,183,Sarnia,OHL,1989-11-16,Kingston,ON,CAN,23,20,2025-02-23T15:00:46.059656
Deschamps,Nicolas,C,L,73,198,Chicoutimi,QMJHL,1990-01-06,LaSalle,QC,CAN,28,21,2025-02-23T15:00:46.059656
Nemisz,Greg,C,R,75,197,Windsor,OHL,1990-06-05,Courtice,ON,CAN,25,22,2025-02-23T15:00:46.059656
Gardiner,Jake,D,L,72,173,Minnetonka,HIGH-MN,1990-07-04,Deephaven,MN,USA,22,23,2025-02-23T15:00:46.059656
Calvert,Matthew,LW,L,70,180,Brandon,WHL,1989-12-24,Brandon,MB,CAN,45,24,2025-02-23T15:00:46.059656
Niemi,Jyri,D,L,75,205,Saskatoon,WHL,1990-06-15,Hameenkyro,,FIN,29,25,2025-02-23T15:00:46.059656
Sauve,Maxime,C,L,72,182,Val d'Or,QMJHL,1990-01-30,Tours,,FRA,36,26,2025-02-23T15:00:46.059656
Ness,Aaron,D,L,70,157,Roseau High,HIGH-MN,1990-05-18,Bemidji,MN,USA,35,27,2025-02-23T15:00:46.059656
Colborne,Joe,C,L,77,195,Camrose,AJHL,1990-01-30,Calgary,AB,CAN,30,28,2025-02-23T15:00:46.059656
Sauve,Yann,D,L,74,210,Saint John,QMJHL,1990-02-18,Montreal,QC,CAN,21,29,2025-02-23T15:00:46.059656
Ennis,Tyler,C,L,69,146,Medicine Hat,WHL,1989-10-06,Edmonton,AB,CAN,17,31,2025-02-23T15:00:46.059656
Lalonde,Shawn,D,R,73,205,LJUBLJANA,AUSTRIA,1990-03-10,Ottawa,ON,CAN,49,32,2025-02-23T15:00:46.059656
Eberle,Jordan,C,R,70,187,Regina,WHL,1990-05-15,Regina,SK,CAN,24,33,2025-02-23T15:00:46.059656
Goloubef,Cody,D,R,72,195,U. of Wisconsin,WCHA,1989-11-30,Mississauga,ON,CAN,48,34,2025-02-23T15:00:46.059656
Wright,James,C,L,75,200,Vancouver,WHL,1990-03-24,Saskatoon,SK,CAN,43,35,2025-02-23T15:00:46.059656
Fienhage,Corey,D,R,74,215,Eastview High,HIGH-MN,1990-05-04,Topeka,KS,USA,61,36,2025-02-23T15:00:46.059656
Kristo,Danny,RW,R,72,184,USA U-18,USDP,1990-06-18,Edina,MN,USA,40,37,2025-02-23T15:00:46.059656
Schultz,Justin,D,R,73,185,Westside,BCHL,1990-07-06,Kelowna,BC,CAN,56,38,2025-02-23T15:00:46.059656
Stone,Michael,D,R,74,200,Calgary,WHL,1990-06-07,Winnipeg,MB,CAN,51,39,2025-02-23T15:00:46.059656
Grant,Derek,C,L,75,209,Langley,BCHL,1990-04-20,Abbotsford,BC,CAN,106,40,2025-02-23T15:00:46.059656
Burlon,Brandon,D,L,72,190,St. Michael's,OPJHL,1990-03-05,Nobleton,ON,CAN,57,41,2025-02-23T15:00:46.059656
Adam,Luke,C,L,74,214,St. John's,QMJHL,1990-06-18,St. John's,NL,CAN,66,42,2025-02-23T15:00:46.059656
Staal,Jared,RW,R,75,201,Sudbury,OHL,1990-08-21,Thunder Bay,ON,CAN,32,43,2025-02-23T15:00:46.059656
Comrie,Adam,D,L,77,209,Saginaw,OHL,1990-07-31,Kanata,ON,CAN,81,44,2025-02-23T15:00:46.059656
Paquette,Danick,RW,R,72,206,Lewiston,QMJHL,1990-07-17,Montreal,QC,CAN,41,45,2025-02-23T15:00:46.059656
Tessier,Kelsey,C,R,69,178,Quebec,QMJHL,1990-01-16,Moncton,NB,CAN,33,46,2025-02-23T15:00:46.059656
Leveille,Daultan,C,L,72,175,St. Catharine's,GHL,1990-08-10,St. Catherines,ON,CAN,89,47,2025-02-23T15:00:46.059656
McMillan,Brandon,C,L,70,185,Kelowna,WHL,1990-03-22,Richmond,BC,CAN,44,48,2025-02-23T15:00:46.059656
Trivino,Corey,C,L,73,190,Stouffville,OPJHL,1990-01-12,Etobicoke,ON,CAN,46,49,2025-02-23T15:00:46.059656
Jenks,AJ,LW,L,74,206,Plymouth,OHL,1990-06-27,Detroit,MI,USA,20,50,2025-02-23T15:00:46.059656
O'Dell,Eric,C,R,72,207,Sudbury,OHL,1990-06-21,Ottawa,ON,CAN,,51,2025-02-23T15:00:46.059656
Larson,Nicholas,LW,L,74,202,Waterloo,USHL,1989-11-14,St. Paul,MN,USA,53,52,2025-02-23T15:00:46.059656
Livingston,James,RW,R,73,205,Sault Ste. Marie,OHL,1990-03-08,Halifax,NS,CAN,42,53,2025-02-23T15:00:46.059656
Jokinen,Justin,RW,R,75,180,Cloquet,HIGH-MN,1989-11-25,Cloquet,MN,USA,60,54,2025-02-23T15:00:46.059656
Lagace,Jacob,LW,L,71,200,Chicoutimi,QMJHL,1990-01-09,Beloeil,QC,CAN,34,55,2025-02-23T15:00:46.059656
McRae,Philip,C,L,74,200,London,OHL,1990-03-15,Minneapolis,MN,USA,38,56,2025-02-23T15:00:46.059656
Stefanovich,Mikhail,C,R,74,204,Quebec,QMJHL,1989-11-27,Minsk,,BLR,16,57,2025-02-23T15:00:46.059656
Stepan,Derek,C,R,72,180,Shattuck-St. Mary's,HIGH-MN,1990-06-18,Hastings,MN,USA,72,58,2025-02-23T15:00:46.059656
Mestery,Eric,D,L,77,200,Tri-City,WHL,1990-05-28,Winnipeg,MB,CAN,63,59,2025-02-23T15:00:46.059656
Carle,David,D,L,71,180,Shattuck-St. Mary's,HIGH-MN,1989-11-09,Anchorage,AK,USA,74,60,2025-02-23T15:00:46.059656
Cormier,Patrice,C,L,74,220,Rimouski,QMJHL,1990-06-14,Moncton,NB,CAN,82,61,2025-02-23T15:00:46.059656
Long,Colin,C,R,70,192,Kelowna,WHL,1989-06-19,Santa Ana,CA,USA,,62,2025-02-23T15:00:46.059656
Hayes,Jimmy,RW,R,76,210,Lincoln,USHL,1989-11-21,Boston,MA,USA,65,63,2025-02-23T15:00:46.059656
Wahl,Mitch,C,R,72,207,Spokane,WHL,1990-01-22,Long Beach,CA,USA,37,64,2025-02-23T15:00:46.059656
Henrique,Adam,C,L,71,183,Windsor,OHL,1990-02-06,Brantford,ON,CAN,47,65,2025-02-23T15:00:46.059656
Brittain,Josh,LW,L,77,223,Kingston,OHL,1990-01-03,Milton,ON,CAN,114,66,2025-02-23T15:00:46.059656
Delahey,Matt,D,L,74,215,Regina,WHL,1989-09-25,Moose Jaw,SK,CAN,50,67,2025-02-23T15:00:46.059656
Bouma,Lance,C,L,74,212,Vancouver,WHL,1990-03-25,Provost,AB,CAN,52,68,2025-02-23T15:00:46.059656
Brodeur,Mathieu,D,L,78,220,Cape Breton,QMJHL,1990-06-21,Laval,QC,CAN,95,69,2025-02-23T15:00:46.059656
Broda,Joel,C,L,72,202,Moose Jaw,WHL,1989-11-24,Yorkton,SK,CAN,58,70,2025-02-23T15:00:46.059656
Wudrick,Geordie,LW,L,75,215,Swift Current,WHL,1990-04-09,New Westminster,BC,CAN,69,71,2025-02-23T15:00:46.059656
Nigro,Anthony,C,L,72,194,Guelph,OHL,1990-01-11,Vaughan,ON,CAN,76,72,2025-02-23T15:00:46.059656
Champagne,Joel,C,L,76,214,Chicoutimi,QMJHL,1990-01-24,Chateauguay,QC,CAN,87,73,2025-02-23T15:00:46.059656
Moon,Nathan,C,R,72,187,Kingston,OHL,1990-01-04,Belleville,ON,CAN,118,74,2025-02-23T15:00:46.059656
Hamonic,Travis,D,R,72,203,Moose Jaw,WHL,1990-08-16,Winnipeg,MB,CAN,54,75,2025-02-23T15:00:46.059656
Groulx,Samuel,D,L,74,190,Quebec,QMJHL,1990-06-28,Gatineau,QC,CAN,161,76,2025-02-23T15:00:46.059656
Wiercioch,Patrick,D,L,76,195,Omaha,USHL,1990-09-12,Burnaby,BC,CAN,119,77,2025-02-23T15:00:46.059656
Condon,Nathan,C,L,73,190,Wausau,HIGH-WI,1990-05-29,Wausau,WI,USA,70,78,2025-02-23T15:00:46.059656
Toews,David,C,R,70,195,Shattuck-St. Mary's,HIGH-MN,1990-06-07,Winnipeg,MB,CAN,71,79,2025-02-23T15:00:46.059656
Cornet,Philippe,LW,L,72,196,Rimouski,QMJHL,1990-03-28,Val-Senneville,QC,CAN,31,80,2025-02-23T15:00:46.059656
Warsofsky,David,D,L,69,170,USA U-18,USDP,1990-05-30,Marshfield,MA,USA,103,81,2025-02-23T15:00:46.059656
Scandella,Marco,D,L,75,216,Val d'Or,QMJHL,1990-02-23,Montreal,QC,CAN,,82,2025-02-23T15:00:46.059656
Demers,Julien,D,L,72,220,Ottawa,OHL,1989-09-25,Ottawa,ON,CAN,64,83,2025-02-23T15:00:46.059656
Stefishen,Taylor,LW,R,72,180,Langley,BCHL,1990-08-15,Vancouver,BC,CAN,73,84,2025-02-23T15:00:46.059656
Reid,Brodie,RW,R,73,194,,,1989-08-25,Vancouver,BC,CAN,,85,2025-02-23T15:00:46.059656
Theberge,Brett,C,L,72,200,,,1989-11-03,North Bay,ON,CAN,100,86,2025-02-23T15:00:46.059656
Czarnik,Robert,C,R,72,189,USA U-18,USDP,1990-01-25,Roseville,MI,USA,116,88,2025-02-23T15:00:46.059656
Pither,Luke,C,L,72,191,,,1989-04-26,Oshawa,ON,CAN,78,89,2025-02-23T15:00:46.059656
Nicastro,Max,D,R,74,193,Chicago,USHL,1990-03-02,Thousand Oaks,CA,USA,117,90,2025-02-23T15:00:46.059656
Gaunce,Cameron,D,L,73,200,Mississauga St. Michael's,OHL,1990-03-19,Sudbury,ON,CAN,,91,2025-02-23T15:00:46.059656
Schultz,Ian,RW,R,73,179,Calgary,WHL,1990-02-04,Calgary,AB,CAN,,92,2025-02-23T15:00:46.059656
Harnden,Zach,RW,L,74,210,,,1989-09-23,Thunderbay,ON,CAN,,93,2025-02-23T15:00:46.059656
Mignardi,Robert,RW,R,72,186,,,1990-06-28,Richmond Hill,ON,CAN,,94,2025-02-23T15:00:46.059656
Prokop,Neal,LW,L,76,210,,,1990-01-28,Winnipeg,MB,CAN,,95,2025-02-23T15:00:46.059656
Tassone,Matthew,C,L,72,203,Swift Current,WHL,1989-09-28,Edmonton,AB,CAN,,96,2025-02-23T15:00:46.059656
Lomas,Michael,LW,L,71,205,,,1990-08-16,Oakville,ON,CAN,,97,2025-02-23T15:00:46.059656
Chouinard,Joel,D,L,73,192,Victoriaville,QMJHL,1990-04-08,Longueuil,QC,CAN,,99,2025-02-23T15:00:46.059656
Daniels,Justin,C,R,72,162,Kent School,HIGH-CT,1989-06-07,Suffern,NY,USA,,100,2025-02-23T15:00:46.059656
Johnston,Stephen,LW,L,73,190,Belleville,OHL,1990-02-24,Guelph,ON,CAN,,101,2025-02-23T15:00:46.059656
Olson,Drew,D,L,72,206,Brainerd H.S.,HIGH-MN,1990-04-04,Brainerd,MN,USA,,102,2025-02-23T15:00:46.059656
Goggin,Mark,C,L,71,180,Choate-Rosemary,HIGH-CT,1990-07-29,Chicago,IL,USA,,103,2025-02-23T15:00:46.059656
Nunn,Gary,RW,R,69,185,VISP,SWISS-2,1989-11-10,Victoria,BC,CAN,,104,2025-02-23T15:00:46.059656
Raedeke,Brent,C,L,72,201,SELBER WOLFE,GERMANY-2,1990-05-29,Regina,SK,CAN,,106,2025-02-23T15:00:46.059656
Neron,Alexandre,D,R,73,191,,,1990-05-09,Lamalbaie,QC,CAN,,107,2025-02-23T15:00:46.059656
Smith,Zack,C,L,74,202,Swift Current,WHL,1988-04-05,Medicine Hat,AB,CAN,,108,2025-02-23T15:00:46.059656
Daniels,Drew,RW,R,74,161,Kent School,HIGH-CT,1989-06-07,Suffern,NY,USA,,109,2025-02-23T15:00:46.059656
Dalecky,Jan,RW,R,70,178,,,1990-01-09,Louny,,CZE,,110,2025-02-23T15:00:46.059656
Tousignant,Mathieu,C,L,72,187,,,1989-11-21,St.Etienne,QC,CAN,,111,2025-02-23T15:00:46.059656
De Coste,Kyle,C,R,74,205,Brampton,OHL,1990-01-29,London,ON,CAN,,115,2025-02-23T15:00:46.059656
Ius,Matthew,RW,R,74,210,,,1990-01-02,North Vancouver,BC,CAN,,116,2025-02-23T15:00:46.059656
Roussel,Antoine,LW,L,72,194,,,1989-11-22,Roubaix,,FRA,,118,2025-02-23T15:00:46.059656
Rinaldo,Zac,LW,L,70,190,Mississauga St. Michael's,OHL,1990-06-15,Mississauga,ON,CAN,,119,2025-02-23T15:00:46.059656
Morneau,Samuel,C,L,71,202,Baie Comeau,QMJHL,1990-02-10,Cowansville,QC,CAN,,120,2025-02-23T15:00:46.059656
Young,Harry,D,L,76,204,Windsor,OHL,1989-11-12,Windsor,ON,CAN,,121,2025-02-23T15:00:46.059656
Southorn,Jordon,D,L,74,182,PEI,QMJHL,1990-05-15,Montreal,QC,CAN,,122,2025-02-23T15:00:46.059656
Cayer,Julien,C,L,75,190,Northwood School,HIGH-NY,1989-07-06,Longueuil,QC,CAN,,123,2025-02-23T15:00:46.059656
Pelech,Michael,F,L,76,210,Mississauga St. Michael's,OHL,1989-10-06,Toronto,ON,CAN,,124,2025-02-23T15:00:46.059656
Bourdon,Marc-Andre,D,L,72,215,Rouyn-Noranda,QMJHL,1989-09-17,St-Hyacinthe,QC,CAN,,125,2025-02-23T15:00:46.059656
Hamilton,Wacey,C,L,71,171,,,1990-09-10,Calgary,AB,CAN,,127,2025-02-23T15:00:46.059656
Billingsley,Tim,D,R,74,201,Mississauga St. Michael's,OHL,1990-01-17,Ottawa,ON,CAN,,128,2025-02-23T15:00:46.059656
Toomey,Travis,C,R,76,200,,,1990-03-18,Edmonton,AB,CAN,,129,2025-02-23T15:00:46.059656
Doyle,Chris,C,L,72,205,PEI,QMJHL,1990-03-22,Charlottetown,PE,CAN,,130,2025-02-23T15:00:46.059656
Quailer,Steve,RW,L,75,185,Sioux City,USHL,1989-08-05,Arvada,CO,USA,,131,2025-02-23T15:00:46.059656
Barberio,Mark,D,L,73,207,Moncton,QMJHL,1990-03-23,Montreal,QC,CAN,,134,2025-02-23T15:00:46.059656
Saponari,Vinny,RW,R,73,202,USA U-18,USDP,1990-02-15,Powder Springs,GA,USA,,135,2025-02-23T15:00:46.059656
Blain,Luc-Olivier,C,L,75,196,,,1989-11-16,Longueuil,QC,CAN,,137,2025-02-23T15:00:46.059656
D'Orazio,Michael,D,R,73,213,,,1990-08-16,Toronto,ON,CAN,,139,2025-02-23T15:00:46.059656
Burke,Greg,LW,L,75,195,Jr. Monarchs,EJHL,1990-05-16,Portsmouth,NH,USA,,140,2025-02-23T15:00:46.059656
Pateryn,Greg,D,R,74,220,Ohio,USHL,1990-06-20,Sterling Heights,MI,USA,,146,2025-02-23T15:00:46.059656
MacWilliam,Andrew,D,L,74,222,Camrose,AJHL,1990-03-25,Calgary,AB,CAN,,147,2025-02-23T15:00:46.059656
Atkinson,Cameron,RW,R,69,165,Avon Old Farms H.S.,HIGH-CT,1989-06-05,Riverside,CT,USA,,148,2025-02-23T15:00:46.059656
Skellett,Jordan,LW,L,71,189,,,1989-11-22,London,ON,CAN,,149,2025-02-23T15:00:46.059656
Zahn,Teigan,D,L,73,218,Saskatoon,WHL,1990-01-04,Regina,SK,CAN,,151,2025-02-23T15:00:46.059656
Youso,Jake,LW,L,72,185,,,1990-06-08,International Falls,MN,USA,,152,2025-02-23T15:00:46.059656
Weise,Dale,RW,R,74,206,Swift Current,WHL,1988-08-05,Winnipeg,MB,CAN,,153,2025-02-23T15:00:46.059656
Brodie,TJ,D,L,73,170,Saginaw,OHL,1990-06-07,Chatham,ON,CAN,,154,2025-02-23T15:00:46.059656
Filiou,Eric,C/LW/RW,R,71,175,,,1989-10-05,Montreal,QC,CAN,,155,2025-02-23T15:00:46.059656
Della Rovere,Stefan,LW,L,71,205,Barrie,OHL,1990-01-24,Richmond Hill,ON,CAN,,156,2025-02-23T15:00:46.059656
Gron,Tyler,C,R,71,200,,,1989-09-07,Edmonton,AB,CAN,,158,2025-02-23T15:00:46.059656
Goodman,Russell,LW,L,73,185,,,1988-10-23,Saskatoon,SK,CAN,,160,2025-02-23T15:00:46.059656
Manley,Richard,LW,L,76,237,,,1989-12-22,Fairbanks,AK,USA,,163,2025-02-23T15:00:46.059656
Vandall,Pierre-A,LW,L,71,175,,,1989-11-16,Trois-Riviere,QC,CAN,,164,2025-02-23T15:00:46.059656
Bartliff,Kurtis,LW,L,72,185,,,1990-02-21,Clinton,ON,CAN,,165,2025-02-23T15:00:46.059656
Berube,Jean-Sebastien,LW,L,75,205,Rouyn-Noranda,QMJHL,1990-07-20,Matane,QC,CAN,,166,2025-02-23T15:00:46.059656
Schmidt,Tyler,D,L,72,207,,,1990-04-13,Winnipeg,MB,CAN,,168,2025-02-23T15:00:46.059656
Amyot,Pascal,D,R,77,217,,,1990-01-05,Quebec City,QC,CAN,,169,2025-02-23T15:00:46.059656
Delisle,Steven,D,R,78,209,Gatineau,QMJHL,1990-07-30,Levis,QC,CAN,,171,2025-02-23T15:00:46.059656
Wohlberg,David,C,L,73,195,USA U-18,USDP,1990-07-18,South Lyon,MI,USA,,172,2025-02-23T15:00:46.059656
Hendrickson,Jake,C,R,69,168,,,1989-10-02,Shakopee,MN,USA,,174,2025-02-23T15:00:46.059656
Winkler,Scott,C,R,75,198,Russell Stover,MIDGET,1990-02-22,Asker,,NOR,,176,2025-02-23T15:00:46.059656
Hoffman,Mike,,L,71,175,Drummondville,QMJHL,1989-11-24,Kitchener,ON,CAN,,177,2025-02-23T15:00:46.059656
Gleason,Joe,D,R,69,181,Edina H.S.,HIGH-MN,1990-03-30,Edina,MN,USA,,178,2025-02-23T15:00:46.059656
Thomas,Mike,LW,R,73,212,,,1990-02-08,Winnipeg,MB,CAN,,179,2025-02-23T15:00:46.059656
Knotek,Tomas,C,L,73,180,LITOMERICE,CZECHIA-2,1990-01-13,Kladno,,CZE,,180,2025-02-23T15:00:46.059656
Louis-Seize,Eric,LW,L,73,191,,,1989-10-12,Montreal,QC,CAN,,182,2025-02-23T15:00:46.059656
Smith,Ben,RW,R,71,202,Boston College,H-EAST,1988-07-11,Winston-Salem,NC,USA,,184,2025-02-23T15:00:46.059656
Hegarty,Ryan,D,L,72,196,USA U-18,USDP,1990-05-16,Stoneham,MA,USA,,186,2025-02-23T15:00:46.059656
Shattock,Tyler,RW,R,74,190,Kamloops,WHL,1990-02-10,Vernon,BC,CAN,,188,2025-02-23T15:00:46.059656
Handley,Austin,D,L,73,208,,,1990-04-04,Clarkston,MI,USA,,192,2025-02-23T15:00:46.059656
McIsaac,Travis,LW,L,72,197,,,1990-02-20,Charlottetown,PE,CAN,,193,2025-02-23T15:00:46.059656
Tremblay,Nicholas,C,L,71,190,Smiths Falls,CJHL,1988-04-05,Ottawa,ON,CAN,,196,2025-02-23T15:00:46.059656
Stacey,Travis,LW,L,74,215,,,1990-07-02,Montreal,QC,CAN,,197,2025-02-23T15:00:46.059656
Spurgeon,Jared,D,R,68,180,Spokane,WHL,1989-11-29,Edmonton,AB,CAN,,198,2025-02-23T15:00:46.059656
Montpetit,Brock,RW,R,70,187,,,1990-04-03,Somerset,WI,USA,,199,2025-02-23T15:00:46.059656
Bonneau,Jonathan,LW,L,72,190,,,1990-07-10,Sherbrooke,QC,CAN,,200,2025-02-23T15:00:46.059656
Crawford,Nick,D,L,72,188,Saginaw,OHL,1990-02-23,Brampton,ON,CAN,,202,2025-02-23T15:00:46.059656
Lorenz,Sean,D,R,73,192,USA U-18,USDP,1990-03-10,Littleton,CO,USA,,203,2025-02-23T15:00:46.059656
Bernard,Ashton,LW,L,75,210,Shawinigan,QMJHL,1990-02-05,Eskasoni,NS,CAN,,206,2025-02-23T15:00:46.059656
